# CONVERGE Release Build 2.4.24/  Jan 17, 2019       Run Date:Tue Jun 11 10:47:42 2019
# column        1                2                3                4                5                6                7                8                9               10               11               12               13               14               15               16               17
#           Crank         Pressure         Max_Pres         Min_Pres        Mean_Temp         Max_Temp         Min_Temp           Volume             Mass          Density    Integrated_HR          HR_Rate              C_p              C_v            Gamma         Kin_Visc         Dyn_Visc
#           (DEG)            (MPa)            (MPa)            (MPa)              (K)              (K)              (K)            (m^3)             (kg)         (kg/m^3)              (J)         (J/time)         (J/kg-K)         (J/kg-K)           (none)          (m^2/s)        (N*s/m^2)
#
    2.1099031e+03    5.7542044e-01    5.7593486e-01    5.7448486e-01    5.8278933e+02    6.8852244e+02    4.6942297e+02    1.4060839e-04    4.8047945e-04    3.4171464e+00    1.1835114e+03    0.0000000e+00    1.0650754e+03    7.7653944e+02    1.3715664e+00    8.6931804e-06    2.9700983e-05
    2.1100113e+03    5.7757247e-01    5.7789937e-01    5.7705061e-01    5.8335983e+02    6.8893928e+02    4.6969846e+02    1.4022250e-04    4.8047946e-04    3.4265504e+00    1.1835114e+03    0.0000000e+00    1.0651970e+03    7.7666099e+02    1.3715083e+00    8.6751181e-06    2.9720833e-05
    2.1101014e+03    5.7937312e-01    5.7980886e-01    5.7857138e-01    5.8383590e+02    6.8928570e+02    4.6994453e+02    1.3990151e-04    4.8047947e-04    3.4344123e+00    1.1835114e+03   -1.5779490e-13    1.0652985e+03    7.7676251e+02    1.3714597e+00    8.6600846e-06    2.9737397e-05
    2.1102095e+03    5.8154411e-01    5.8185893e-01    5.8102055e-01    5.8440834e+02    6.8970214e+02    4.7021976e+02    1.3951678e-04    4.8047948e-04    3.4438830e+00    1.1835114e+03    6.5729600e-14    1.0654207e+03    7.7688471e+02    1.3714013e+00    8.6420551e-06    2.9757314e-05
    2.1103174e+03    5.8372277e-01    5.8409329e-01    5.8311544e-01    5.8498096e+02    6.9011613e+02    4.7051417e+02    1.3913313e-04    4.8047948e-04    3.4533793e+00    1.1835114e+03    0.0000000e+00    1.0655430e+03    7.7700706e+02    1.3713428e+00    8.6240575e-06    2.9777237e-05
    2.1104074e+03    5.8554709e-01    5.8651417e-01    5.8441835e-01    5.8545883e+02    6.9045983e+02    4.7074361e+02    1.3881370e-04    4.8047949e-04    3.4613263e+00    1.1835114e+03   -2.3694102e-13    1.0656453e+03    7.7710932e+02    1.3712939e+00    8.6090632e-06    2.9793863e-05
    2.1105152e+03    5.8774404e-01    5.8810255e-01    5.8719370e-01    5.8603274e+02    6.9087055e+02    4.7103756e+02    1.3843127e-04    4.8047950e-04    3.4708884e+00    1.1835114e+03    0.0000000e+00    1.0657683e+03    7.7723231e+02    1.3712352e+00    8.5911019e-06    2.9813830e-05
    2.1106050e+03    5.8958359e-01    5.9027278e-01    5.8849825e-01    5.8651197e+02    6.9121182e+02    4.7128131e+02    1.3811295e-04    4.8047951e-04    3.4788883e+00    1.1835114e+03   -7.9092022e-14    1.0658712e+03    7.7733518e+02    1.3711861e+00    8.5761417e-06    2.9830503e-05
    2.1107128e+03    5.9179931e-01    5.9214671e-01    5.9125238e-01    5.8708762e+02    6.9162093e+02    4.7156165e+02    1.3773178e-04    4.8047951e-04    3.4885159e+00    1.1835114e+03    0.0000000e+00    1.0659949e+03    7.7745892e+02    1.3711270e+00    8.5582176e-06    2.9850530e-05
    2.1108025e+03    5.9365341e-01    5.9413708e-01    5.9270303e-01    5.8756801e+02    6.9196100e+02    4.7179536e+02    1.3741471e-04    4.8047952e-04    3.4965655e+00    1.1835114e+03    0.0000000e+00    1.0660983e+03    7.7756231e+02    1.3710776e+00    8.5432982e-06    2.9867242e-05
    2.1109101e+03    5.9588823e-01    5.9622081e-01    5.9532698e-01    5.8814549e+02    6.9236978e+02    4.7207420e+02    1.3703479e-04    4.8047953e-04    3.5062595e+00    1.1835114e+03    3.3007578e-13    1.0662227e+03    7.7768671e+02    1.3710183e+00    8.5254111e-06    2.9887331e-05
    2.1110176e+03    5.9813266e-01    5.9851193e-01    5.9740486e-01    5.8872376e+02    6.9277805e+02    4.7237014e+02    1.3665570e-04    4.8047954e-04    3.5159861e+00    1.1835114e+03   -2.6437051e-13    1.0663474e+03    7.7781140e+02    1.3709588e+00    8.5075513e-06    2.9907445e-05
    2.1111072e+03    6.0001217e-01    6.0034767e-01    5.9942911e-01    5.8920672e+02    6.9311935e+02    4.7260134e+02    1.3634013e-04    4.8047955e-04    3.5241241e+00    1.1835114e+03    1.5857336e-13    1.0664516e+03    7.7791561e+02    1.3709091e+00    8.4926746e-06    2.9924241e-05
    2.1112146e+03    6.0227452e-01    6.0261548e-01    6.0161461e-01    5.8978652e+02    6.9352759e+02    4.7288629e+02    1.3596254e-04    4.8047955e-04    3.5339112e+00    1.1835114e+03    1.3236027e-13    1.0665768e+03    7.7804080e+02    1.3708494e+00    8.4748628e-06    2.9944400e-05
    2.1113041e+03    6.0416942e-01    6.0511437e-01    6.0297366e-01    5.9027085e+02    6.9386841e+02    4.7313246e+02    1.3564816e-04    4.8047956e-04    3.5421015e+00    1.1835114e+03    7.9400061e-14    1.0666814e+03    7.7814545e+02    1.3707996e+00    8.4600215e-06    2.9961230e-05
    2.1114114e+03    6.0645124e-01    6.0680134e-01    6.0584361e-01    5.9085253e+02    6.9427685e+02    4.7342006e+02    1.3527184e-04    4.8047957e-04    3.5519555e+00    1.1835114e+03   -1.3249012e-13    1.0668072e+03    7.7827121e+02    1.3707396e+00    8.4422415e-06    2.9981429e-05
    2.1115007e+03    6.0836199e-01    6.0908266e-01    6.0720726e-01    5.9133832e+02    6.9461711e+02    4.7365740e+02    1.3495860e-04    4.8047958e-04    3.5601998e+00    1.1835114e+03   -1.5903802e-13    1.0669123e+03    7.7837630e+02    1.3706896e+00    8.4274288e-06    2.9998281e-05
    2.1116079e+03    6.1066324e-01    6.1097208e-01    6.1007239e-01    5.9192183e+02    6.9502629e+02    4.7394428e+02    1.3458358e-04    4.8047958e-04    3.5701203e+00    1.1835114e+03   -1.3262985e-13    1.0670386e+03    7.7850263e+02    1.3706294e+00    8.4096776e-06    3.0018498e-05
    2.1117149e+03    6.1297444e-01    6.1334190e-01    6.1209516e-01    5.9250614e+02    6.9543456e+02    4.7423229e+02    1.3420939e-04    4.8047959e-04    3.5800743e+00    1.1835114e+03    0.0000000e+00    1.0671652e+03    7.7862924e+02    1.3705692e+00    8.3919417e-06    3.0038699e-05
    2.1118041e+03    6.1490959e-01    6.1521506e-01    6.1431959e-01    5.9299407e+02    6.9577477e+02    4.7446918e+02    1.3389795e-04    4.8047960e-04    3.5884014e+00    1.1835114e+03    0.0000000e+00    1.0672711e+03    7.7873507e+02    1.3705188e+00    8.3771591e-06    3.0055523e-05
    2.1119110e+03    6.1723950e-01    6.1757421e-01    6.1646606e-01    5.9357948e+02    6.9618064e+02    4.7477009e+02    1.3352511e-04    4.8047961e-04    3.5984213e+00    1.1835114e+03    0.0000000e+00    1.0673981e+03    7.7886214e+02    1.3704584e+00    8.3594256e-06    3.0075647e-05
    2.1120001e+03    6.1919044e-01    6.1948406e-01    6.1860065e-01    5.9406824e+02    6.9651856e+02    4.7500500e+02    1.3321476e-04    4.8047962e-04    3.6068048e+00    1.1835114e+03   -1.5947133e-13    1.0675043e+03    7.7896836e+02    1.3704078e+00    8.3446406e-06    3.0092391e-05
    2.1121069e+03    6.2153861e-01    6.2185479e-01    6.2085424e-01    5.9465493e+02    6.9692102e+02    4.7530415e+02    1.3284344e-04    4.8047962e-04    3.6168864e+00    1.1835114e+03    1.3311714e-13    1.0676320e+03    7.7909601e+02    1.3703472e+00    8.3269193e-06    3.0112411e-05
    2.1122136e+03    6.2389896e-01    6.2469738e-01    6.2272858e-01    5.9524290e+02    6.9732221e+02    4.7559714e+02    1.3247262e-04    4.8047963e-04    3.6270110e+00    1.1835114e+03    1.3311747e-13    1.0677601e+03    7.7922412e+02    1.3702863e+00    8.3091834e-06    3.0132377e-05
    2.1123025e+03    6.2587375e-01    6.2618348e-01    6.2525833e-01    5.9573347e+02    6.9765582e+02    4.7585882e+02    1.3216422e-04    4.8047964e-04    3.6354745e+00    1.1835114e+03    0.0000000e+00    1.0678671e+03    7.7933115e+02    1.3702354e+00    8.2943995e-06    3.0148946e-05
    2.1124091e+03    6.2825391e-01    6.2878756e-01    6.2723875e-01    5.9632309e+02    6.9805536e+02    4.7615198e+02    1.3179473e-04    4.8047965e-04    3.6456667e+00    1.1835114e+03    0.0000000e+00    1.0679960e+03    7.7945999e+02    1.3701742e+00    8.2766431e-06    3.0168740e-05
    2.1125157e+03    6.3064499e-01    6.3095265e-01    6.3004094e-01    5.9691363e+02    6.9845553e+02    4.7643463e+02    1.3142596e-04    4.8047965e-04    3.6558961e+00    1.1835114e+03    0.0000000e+00    1.0681252e+03    7.7958923e+02    1.3701128e+00    8.2588783e-06    3.0188450e-05
    2.1126044e+03    6.3264479e-01    6.3303721e-01    6.3176754e-01    5.9740617e+02    6.9878925e+02    4.7668272e+02    1.3111938e-04    4.8047966e-04    3.6644443e+00    1.1835114e+03    0.0000000e+00    1.0682331e+03    7.7969714e+02    1.3700616e+00    8.2440814e-06    3.0204817e-05
    2.1127109e+03    6.3505662e-01    6.3536208e-01    6.3444366e-01    5.9799858e+02    6.9919373e+02    4.7696458e+02    1.3075185e-04    4.8047968e-04    3.6747447e+00    1.1835114e+03    1.3345860e-13    1.0683630e+03    7.7982705e+02    1.3700000e+00    8.2263150e-06    3.0224438e-05
    2.1128172e+03    6.3747765e-01    6.3783230e-01    6.3681259e-01    5.9859152e+02    6.9959602e+02    4.7728724e+02    1.3038534e-04    4.8047968e-04    3.6850744e+00    1.1835114e+03   -1.3366598e-13    1.0684932e+03    7.7995719e+02    1.3699382e+00    8.2085713e-06    3.0244018e-05
    2.1129058e+03    6.3950511e-01    6.4054871e-01    6.3829359e-01    5.9908671e+02    6.9993804e+02    4.7753368e+02    1.3008026e-04    4.8047969e-04    3.6937173e+00    1.1835114e+03   -1.6035339e-13    1.0686019e+03    7.8006594e+02    1.3698867e+00    8.1937827e-06    3.0260332e-05
    2.1130121e+03    6.4194661e-01    6.4230008e-01    6.4133993e-01    5.9968143e+02    7.0034917e+02    4.7782458e+02    1.2971508e-04    4.8047970e-04    3.7041161e+00    1.1835114e+03    0.0000000e+00    1.0687326e+03    7.8019664e+02    1.3698247e+00    8.1760614e-06    3.0279886e-05
    2.1131006e+03    6.4399080e-01    6.4480344e-01    6.4283681e-01    6.0017803e+02    7.0068512e+02    4.7807393e+02    1.2941117e-04    4.8047971e-04    3.7128149e+00    1.1835114e+03   -1.6056109e-13    1.0688418e+03    7.8030585e+02    1.3697729e+00    8.1612973e-06    3.0296184e-05
    2.1132067e+03    6.4645370e-01    6.4680684e-01    6.4585046e-01    6.0077473e+02    7.0110137e+02    4.7836490e+02    1.2904721e-04    4.8047971e-04    3.7232862e+00    1.1835114e+03    0.0000000e+00    1.0689731e+03    7.8043716e+02    1.3697107e+00    8.1435980e-06    3.0315735e-05
    2.1133128e+03    6.4892821e-01    6.4935400e-01    6.4807337e-01    6.0137248e+02    7.0151241e+02    4.7866550e+02    1.2868395e-04    4.8047972e-04    3.7337968e+00    1.1835114e+03    0.0000000e+00    1.0691048e+03    7.8056879e+02    1.3696484e+00    8.1259131e-06    3.0335288e-05
    2.1134012e+03    6.5099963e-01    6.5134181e-01    6.5039942e-01    6.0187141e+02    7.0185544e+02    4.7891064e+02    1.2838168e-04    4.8047973e-04    3.7425880e+00    1.1835114e+03    1.6077580e-13    1.0692147e+03    7.8067873e+02    1.3695963e+00    8.1111802e-06    3.0351588e-05
    2.1135071e+03    6.5349329e-01    6.5387744e-01    6.5275055e-01    6.0246989e+02    7.0226753e+02    4.7922893e+02    1.2801988e-04    4.8047974e-04    3.7531652e+00    1.1835114e+03   -4.0242057e-13    1.0693467e+03    7.8081074e+02    1.3695338e+00    8.0935261e-06    3.0371113e-05
    2.1136131e+03    6.5600008e-01    6.5712909e-01    6.5478002e-01    6.0306972e+02    7.0275525e+02    4.7952583e+02    1.2765856e-04    4.8047975e-04    3.7637879e+00    1.1835114e+03   -1.3413017e-13    1.0694792e+03    7.8094320e+02    1.3694712e+00    8.0758786e-06    3.0390656e-05
    2.1137012e+03    6.5809719e-01    6.5845222e-01    6.5743619e-01    6.0357016e+02    7.0317979e+02    4.7977122e+02    1.2735812e-04    4.8047976e-04    3.7726667e+00    1.1835114e+03    0.0000000e+00    1.0695898e+03    7.8105382e+02    1.3694188e+00    8.0611916e-06    3.0406943e-05
    2.1138071e+03    6.6062475e-01    6.6149936e-01    6.5944981e-01    6.0417163e+02    7.0369025e+02    4.8007047e+02    1.2699820e-04    4.8047977e-04    3.7833589e+00    1.1835114e+03   -1.3428733e-13    1.0697229e+03    7.8118692e+02    1.3693559e+00    8.0435808e-06    3.0426496e-05
    2.1139128e+03    6.6316362e-01    6.6348612e-01    6.6254890e-01    6.0477397e+02    7.0420050e+02    4.8036128e+02    1.2663905e-04    4.8047977e-04    3.7940887e+00    1.1835114e+03    1.3437895e-13    1.0698564e+03    7.8132039e+02    1.3692928e+00    8.0259914e-06    3.0446054e-05
    2.1140009e+03    6.6528819e-01    6.6587838e-01    6.6425204e-01    6.0527661e+02    7.0462632e+02    4.8061266e+02    1.2634031e-04    4.8047979e-04    3.8030599e+00    1.1835114e+03    1.6135535e-13    1.0699679e+03    7.8143192e+02    1.3692401e+00    8.0113485e-06    3.0462360e-05
    2.1141066e+03    6.6784932e-01    6.6816423e-01    6.6722409e-01    6.0588082e+02    7.0513766e+02    4.8090240e+02    1.2598237e-04    4.8047979e-04    3.8138653e+00    1.1835114e+03    1.3447766e-13    1.0701022e+03    7.8156618e+02    1.3691767e+00    7.9937889e-06    3.0481943e-05
    2.1142121e+03    6.7042135e-01    6.7076886e-01    6.6963364e-01    6.0648574e+02    7.0564906e+02    4.8120432e+02    1.2562527e-04    4.8047980e-04    3.8247065e+00    1.1835114e+03    1.3462073e-13    1.0702368e+03    7.8170080e+02    1.3691131e+00    7.9762545e-06    3.0501530e-05
    2.1143001e+03    6.7257549e-01    6.7287913e-01    6.7192812e-01    6.0699096e+02    7.0607633e+02    4.8144313e+02    1.2532801e-04    4.8047982e-04    3.8337785e+00    1.1835114e+03   -1.6147827e-13    1.0703493e+03    7.8181336e+02    1.3690599e+00    7.9616459e-06    3.0517874e-05
    2.1144056e+03    6.7516859e-01    6.7549148e-01    6.7446168e-01    6.0759746e+02    7.0658879e+02    4.8174641e+02    1.2497233e-04    4.8047982e-04    3.8446895e+00    1.1835114e+03    0.0000000e+00    1.0704846e+03    7.8194860e+02    1.3689961e+00    7.9441536e-06    3.0537478e-05
    2.1145110e+03    6.7777524e-01    6.7868602e-01    6.7654535e-01    6.0820531e+02    7.0710294e+02    4.8204519e+02    1.2461718e-04    4.8047983e-04    3.8556470e+00    1.1835114e+03    4.0427173e-13    1.0706203e+03    7.8208427e+02    1.3689321e+00    7.9266721e-06    3.0557110e-05
    2.1146164e+03    6.8039429e-01    6.8070362e-01    6.7973193e-01    6.0881423e+02    7.0761802e+02    4.8233733e+02    1.2426270e-04    4.8047984e-04    3.8666458e+00    1.1835114e+03    0.0000000e+00    1.0707563e+03    7.8222027e+02    1.3688680e+00    7.9092106e-06    3.0576763e-05
    2.1147042e+03    6.8258558e-01    6.8320160e-01    6.8150864e-01    6.0932230e+02    7.0804879e+02    4.8258919e+02    1.2396792e-04    4.8047985e-04    3.8758401e+00    1.1835114e+03   -1.6191330e-13    1.0708698e+03    7.8233383e+02    1.3688144e+00    7.8946796e-06    3.0593152e-05
    2.1148095e+03    6.8522703e-01    6.8553594e-01    6.8456013e-01    6.0993308e+02    7.0856617e+02    4.8288895e+02    1.2361476e-04    4.8047986e-04    3.8869133e+00    1.1835114e+03    0.0000000e+00    1.0710064e+03    7.8247042e+02    1.3687500e+00    7.8772584e-06    3.0612842e-05
    2.1149147e+03    6.8787945e-01    6.8821711e-01    6.8706435e-01    6.1054455e+02    7.0908352e+02    4.8321096e+02    1.2326249e-04    4.8047987e-04    3.8980217e+00    1.1835114e+03   -1.3508133e-13    1.0711433e+03    7.8260727e+02    1.3686855e+00    7.8598681e-06    3.0632544e-05
    2.1150024e+03    6.9010128e-01    6.9040530e-01    6.8943480e-01    6.1105525e+02    7.0951525e+02    4.8346966e+02    1.2296919e-04    4.8047988e-04    3.9073191e+00    1.1835114e+03    0.0000000e+00    1.0712576e+03    7.8272162e+02    1.3686317e+00    7.8453783e-06    3.0649003e-05
    2.1151075e+03    6.9277566e-01    6.9308470e-01    6.9205222e-01    6.1166773e+02    7.1003293e+02    4.8378147e+02    1.2261820e-04    4.8047989e-04    3.9185039e+00    1.1835114e+03   -1.3522594e-13    1.0713949e+03    7.8285890e+02    1.3685670e+00    7.8280201e-06    3.0668719e-05
    2.1152126e+03    6.9546331e-01    6.9642132e-01    6.9421104e-01    6.1228138e+02    7.1055122e+02    4.8407785e+02    1.2226781e-04    4.8047990e-04    3.9297334e+00    1.1835114e+03    0.0000000e+00    1.0715326e+03    7.8299658e+02    1.3685022e+00    7.8106791e-06    3.0688463e-05
    2.1153001e+03    6.9771234e-01    6.9800773e-01    6.9705074e-01    6.1279346e+02    7.1098290e+02    4.8432031e+02    1.2197640e-04    4.8047990e-04    3.9391220e+00    1.1835114e+03    0.0000000e+00    1.0716476e+03    7.8311159e+02    1.3684481e+00    7.7962473e-06    3.0704933e-05
    2.1154051e+03    7.0042251e-01    7.0106923e-01    6.9933262e-01    6.1340880e+02    7.1150239e+02    4.8461939e+02    1.2162738e-04    4.8047992e-04    3.9504257e+00    1.1835114e+03    1.3536145e-13    1.0717859e+03    7.8324993e+02    1.3683830e+00    7.7789509e-06    3.0724715e-05
    2.1155101e+03    7.0314664e-01    7.0344780e-01    7.0248604e-01    6.1402543e+02    7.1202257e+02    4.8490930e+02    1.2127890e-04    4.8047992e-04    3.9617768e+00    1.1835114e+03   -1.3539676e-13    1.0719247e+03    7.8338873e+02    1.3683178e+00    7.7616690e-06    3.0744532e-05
    2.1156149e+03    7.0588112e-01    7.0623257e-01    7.0506331e-01    6.1464247e+02    7.1254303e+02    4.8521097e+02    1.2093142e-04    4.8047994e-04    3.9731603e+00    1.1835114e+03   -2.7107717e-13    1.0720638e+03    7.8352782e+02    1.3682524e+00    7.7444240e-06    3.0764353e-05
    2.1157023e+03    7.0817185e-01    7.0848602e-01    7.0750895e-01    6.1515791e+02    7.1297669e+02    4.8544998e+02    1.2064212e-04    4.8047995e-04    3.9826883e+00    1.1835114e+03   -1.6258028e-13    1.0721802e+03    7.8364417e+02    1.3681977e+00    7.7300562e-06    3.0780905e-05
    2.1158071e+03    7.1092914e-01    7.1125430e-01    7.1020792e-01    6.1577656e+02    7.1349536e+02    4.8575267e+02    1.2029601e-04    4.8047996e-04    3.9941470e+00    1.1835114e+03    0.0000000e+00    1.0723200e+03    7.8378401e+02    1.3681320e+00    7.7128564e-06    3.0800766e-05
    2.1159118e+03    7.1370102e-01    7.1469999e-01    7.1244806e-01    6.1639655e+02    7.1401427e+02    4.8605161e+02    1.1995040e-04    4.8047997e-04    4.0056554e+00    1.1835114e+03   -2.7133881e-13    1.0724603e+03    7.8392434e+02    1.3680661e+00    7.6956689e-06    3.0820664e-05
    2.1160165e+03    7.1648599e-01    7.1682184e-01    7.1582242e-01    6.1701759e+02    7.1453299e+02    4.8634317e+02    1.1960548e-04    4.8047997e-04    4.0172071e+00    1.1835114e+03    0.0000000e+00    1.0726010e+03    7.8406505e+02    1.3680001e+00    7.6785041e-06    3.0840589e-05
    2.1161037e+03    7.1881601e-01    7.1948671e-01    7.1773145e-01    6.1753571e+02    7.1496613e+02    4.8659398e+02    1.1931868e-04    4.8047999e-04    4.0268631e+00    1.1835114e+03    1.6300251e-13    1.0727185e+03    7.8418255e+02    1.3679449e+00    7.6642227e-06    3.0857208e-05
    2.1162083e+03    7.2162472e-01    7.2197239e-01    7.2095643e-01    6.1815854e+02    7.1548709e+02    4.8688299e+02    1.1897509e-04    4.8047999e-04    4.0384925e+00    1.1835114e+03    1.3584902e-13    1.0728599e+03    7.8432390e+02    1.3678786e+00    7.6471028e-06    3.0877181e-05
    2.1163128e+03    7.2444499e-01    7.2482996e-01    7.2364731e-01    6.1878204e+02    7.1600948e+02    4.8718337e+02    1.1863240e-04    4.8048001e-04    4.0501584e+00    1.1835114e+03    1.3598705e-13    1.0730015e+03    7.8446550e+02    1.3678122e+00    7.6300165e-06    3.0897171e-05
    2.1164173e+03    7.2728020e-01    7.2860074e-01    7.2597509e-01    6.1940695e+02    7.1653334e+02    4.8747964e+02    1.1829022e-04    4.8048002e-04    4.0618746e+00    1.1835114e+03   -1.3597268e-13    1.0731435e+03    7.8460752e+02    1.3677456e+00    7.6129441e-06    3.0917200e-05
    2.1165043e+03    7.2965233e-01    7.3001563e-01    7.2895447e-01    6.1992836e+02    7.1696949e+02    4.8772338e+02    1.1800569e-04    4.8048003e-04    4.0716683e+00    1.1835114e+03    1.6333764e-13    1.0732621e+03    7.8472610e+02    1.3676901e+00    7.5987402e-06    3.0933910e-05
    2.1166087e+03    7.3251132e-01    7.3353012e-01    7.3126719e-01    6.2055501e+02    7.1749391e+02    4.8801967e+02    1.1766489e-04    4.8048004e-04    4.0834615e+00    1.1835114e+03    1.3611274e-13    1.0734047e+03    7.8486870e+02    1.3676233e+00    7.5817161e-06    3.0953988e-05
    2.1167130e+03    7.3538222e-01    7.3573252e-01    7.3471679e-01    6.2118175e+02    7.1801819e+02    4.8831004e+02    1.1732485e-04    4.8048005e-04    4.0952964e+00    1.1835114e+03    1.3619520e-13    1.0735474e+03    7.8501142e+02    1.3675564e+00    7.5647112e-06    3.0974069e-05
    2.1168173e+03    7.3826592e-01    7.3873212e-01    7.3734928e-01    6.2180920e+02    7.1854344e+02    4.8861006e+02    1.1698558e-04    4.8048006e-04    4.1071736e+00    1.1835114e+03   -1.3628596e-13    1.0736905e+03    7.8515446e+02    1.3674895e+00    7.5477333e-06    3.0994165e-05
    2.1169042e+03    7.4068114e-01    7.4103057e-01    7.4001950e-01    6.2233325e+02    7.1898163e+02    4.8884583e+02    1.1670317e-04    4.8048007e-04    4.1171122e+00    1.1835114e+03    0.0000000e+00    1.0738100e+03    7.8527405e+02    1.3674335e+00    7.5335933e-06    3.1010947e-05
    2.1170084e+03    7.4358887e-01    7.4395986e-01    7.4279826e-01    6.2296235e+02    7.1950775e+02    4.8916381e+02    1.1636528e-04    4.8048008e-04    4.1290673e+00    1.1835114e+03   -1.3642116e-13    1.0739538e+03    7.8541777e+02    1.3673663e+00    7.5166642e-06    3.1031089e-05
    2.1171126e+03    7.4651185e-01    7.4789116e-01    7.4519239e-01    6.2359279e+02    7.2003464e+02    4.8949004e+02    1.1602791e-04    4.8048010e-04    4.1410734e+00    1.1835114e+03   -1.3640703e-13    1.0740979e+03    7.8556196e+02    1.3672988e+00    7.4997498e-06    3.1051271e-05
    2.1172166e+03    7.4944688e-01    7.4978249e-01    7.4877255e-01    6.2422386e+02    7.2055955e+02    4.8980286e+02    1.1569143e-04    4.8048010e-04    4.1531175e+00    1.1835114e+03    1.3653900e-13    1.0742425e+03    7.8570649e+02    1.3672313e+00    7.4828689e-06    3.1071469e-05
    2.1173034e+03    7.5190412e-01    7.5297485e-01    7.5062727e-01    6.2475066e+02    7.2099711e+02    4.9005300e+02    1.1541146e-04    4.8048012e-04    4.1631923e+00    1.1835114e+03    1.6386702e-13    1.0743633e+03    7.8582730e+02    1.3671748e+00    7.4688143e-06    3.1088328e-05
    2.1174074e+03    7.5486556e-01    7.5518852e-01    7.5417527e-01    6.2538374e+02    7.2152052e+02    4.9035399e+02    1.1507614e-04    4.8048012e-04    4.1753237e+00    1.1835114e+03   -1.3662440e-13    1.0745087e+03    7.8597269e+02    1.3671069e+00    7.4519704e-06    3.1108584e-05
    2.1175113e+03    7.5783937e-01    7.5833300e-01    7.5688041e-01    6.2601745e+02    7.2204360e+02    4.9066313e+02    1.1474168e-04    4.8048014e-04    4.1874943e+00    1.1835114e+03    2.7342104e-13    1.0746544e+03    7.8611839e+02    1.3670388e+00    7.4351586e-06    3.1128859e-05
    2.1176153e+03    7.6082870e-01    7.6114242e-01    7.6012488e-01    6.2665249e+02    7.2256686e+02    4.9096140e+02    1.1440776e-04    4.8048015e-04    4.1997166e+00    1.1835114e+03    0.0000000e+00    1.0748006e+03    7.8626456e+02    1.3669706e+00    7.4183627e-06    3.1149172e-05
    2.1177018e+03    7.6332840e-01    7.6370513e-01    7.6248043e-01    6.2718203e+02    7.2300309e+02    4.9123590e+02    1.1413026e-04    4.8048016e-04    4.2099277e+00    1.1835114e+03    3.2853164e-13    1.0749225e+03    7.8638655e+02    1.3669137e+00    7.4043971e-06    3.1166109e-05
    2.1178056e+03    7.6634351e-01    7.6777237e-01    7.6496410e-01    6.2781895e+02    7.2352910e+02    4.9154314e+02    1.1379764e-04    4.8048018e-04    4.2222332e+00    1.1835114e+03   -2.7367416e-13    1.0750694e+03    7.8653337e+02    1.3668452e+00    7.3876468e-06    3.1186479e-05
    2.1179094e+03    7.6937038e-01    7.6968979e-01    7.6864558e-01    6.2845639e+02    7.2405628e+02    4.9185251e+02    1.1346598e-04    4.8048018e-04    4.2345746e+00    1.1835114e+03    0.0000000e+00    1.0752164e+03    7.8668043e+02    1.3667766e+00    7.3709347e-06    3.1206861e-05
    2.1180131e+03    7.7241192e-01    7.7314868e-01    7.7126001e-01    6.2909495e+02    7.2458520e+02    4.9214720e+02    1.1313499e-04    4.8048020e-04    4.2469637e+00    1.1835114e+03   -1.3700644e-13    1.0753638e+03    7.8682785e+02    1.3667079e+00    7.3542452e-06    3.1227278e-05
    2.1181168e+03    7.7546826e-01    7.7578512e-01    7.7473724e-01    6.2973466e+02    7.2511401e+02    4.9244247e+02    1.1280465e-04    4.8048020e-04    4.2594007e+00    1.1835114e+03    2.7407530e-13    1.0755116e+03    7.8697563e+02    1.3666390e+00    7.3375782e-06    3.1247728e-05
    2.1182031e+03    7.7802507e-01    7.7853812e-01    7.7703227e-01    6.3026830e+02    7.2555468e+02    4.9270816e+02    1.1253003e-04    4.8048022e-04    4.2697957e+00    1.1835114e+03   -1.6460312e-13    1.0756350e+03    7.8709900e+02    1.3665816e+00    7.3237141e-06    3.1264785e-05
    2.1183068e+03    7.8110897e-01    7.8146953e-01    7.8037968e-01    6.3091013e+02    7.2608369e+02    4.9299957e+02    1.1220085e-04    4.8048023e-04    4.2823225e+00    1.1835114e+03    0.0000000e+00    1.0757835e+03    7.8724746e+02    1.3665124e+00    7.3070840e-06    3.1285300e-05
    2.1184103e+03    7.8420198e-01    7.8452639e-01    7.8344568e-01    6.3155086e+02    7.2661200e+02    4.9330522e+02    1.1187278e-04    4.8048024e-04    4.2948805e+00    1.1835114e+03    0.0000000e+00    1.0759319e+03    7.8739586e+02    1.3664434e+00    7.2904917e-06    3.1305777e-05
    2.1185138e+03    7.8731098e-01    7.8844526e-01    7.8599147e-01    6.3219291e+02    7.2714070e+02    4.9360194e+02    1.1154527e-04    4.8048026e-04    4.3074913e+00    1.1835114e+03    0.0000000e+00    1.0760807e+03    7.8754472e+02    1.3663741e+00    7.2739164e-06    3.1326293e-05
    2.1186172e+03    7.9043405e-01    7.9076109e-01    7.8971838e-01    6.3283582e+02    7.2766991e+02    4.9391261e+02    1.1121850e-04    4.8048026e-04    4.3201471e+00    1.1835114e+03    0.0000000e+00    1.0762299e+03    7.8769394e+02    1.3663047e+00    7.2573682e-06    3.1346836e-05
